address,description,lat,lng,photos,url,title
714 Santa Cruz Dr,,32.943052026882,-97.242663520036,,https://www.google.com/maps/place/714+Santa+Cruz+Dr/data=!4m2!3m1!1s0x864dd738b99f07f9:0x509adf7509560399,714 Santa Cruz Dr
1409 San Bernard Ct,Crump House,32.749904,-97.330339,,https://www.google.com/maps/place/1409+San+Bernard+Ct/data=!4m2!3m1!1s0x864c2c59dbc85747:0x1a606bf1ee1510c,1409 San Bernard Ct
1511 Nightingale Ln,Steelman Christmas,32.565547955486,-96.847409595199,,https://www.google.com/maps/place/1511+Nightingale+Ln/data=!4m2!3m1!1s0x864c33516c3d53f1:0x7829d6f2c534fee9,1511 Nightingale Ln
3501 Brookshire Run,The Porters,32.856311797097,-97.240061819199,,https://www.google.com/maps/place/3501+Brookshire+Run/data=!4m2!3m1!1s0x864c3349580ce8b3:0x4f52dbff748db108,3501 Brookshire Run
3800 Leon Dr,Arnold Family Display,32.687103006843,-96.664160488483,,https://www.google.com/maps/place/3800+Leon+Dr/data=!4m2!3m1!1s0x864c2f70646b11f5:0xdada98265c6817c7,3800 Leon Dr
970 Garden Park Dr,Waters Creek Village,32.899654435454,-96.61905913503,,https://www.google.com/maps/place/970+Garden+Park+Dr/data=!4m2!3m1!1s0x864c175d65ef022f:0xa29c810152f50416,970 Garden Park Dr
1815 Marchmont Dr,Ensell Family Christmas,32.794182993376,-96.641700424553,,https://www.google.com/maps/place/1815+Marchmont+Dr/data=!4m2!3m1!1s0x864c106e6cdedc7b:0xb579e5f2d0efd1d,1815 Marchmont Dr
4341 Woodglen Dr,"Our house in Grapevine Tx 
4341 Woodglen Dr 76051

https://www.facebook.com/DFWlightshow?mibextid=LQQJ4d

https://www.dfwchristmaslightsinstall.com/

animated light show

https://www.instagram.com/reel/C0foxe4vlOW/?igshid=MzRlODBiNWFlZA==",32.891211506394,-97.084865056483,,https://www.google.com/maps/place/4341+Woodglen+Dr/data=!4m2!3m1!1s0x864c2ab1b4c2eb1b:0xb6a55295927ebbc0,4341 Woodglen Dr
224 Harper Ct,"We have almost a dozen songs and the show runs daily from 6-11 PM!

Happy that I stumbled on this group!

Our show is live in Keller TX and it we’d love to be added to your lists. 



Here’s the address:



224 Harper Court, Keller 76248



Be sure to tune in at 95.5 FM



We are rotating about a dozen Christmas songs from 6-11 PM nightly. 



Also, every house in our neighborhood is beautifully lit up and has something special toward our city’s theme of ‘Snow Globe’. 



Thank you!",32.90455633444,-97.251167379902,,https://www.google.com/maps/place/224+Harper+Ct/data=!4m2!3m1!1s0x864dd79a5aa5c25f:0xfa4f7da097b7b7cc,224 Harper Ct
Modern Art Museum of Fort Worth,"Cultural District
Make the marvelous Modern Lights around the Modern Art Museum your starting point, but drive through the museum district, then through some of the old neighborhoods across the bricks of Camp Bowie, and you'll see grand homes dressed and ready to dazzle for the holidays.",32.7490121,-97.3630112,,https://www.google.com/maps/place/Modern+Art+Museum+of+Fort+Worth/data=!4m2!3m1!1s0x864e73c28a3f9ccb:0xaf238be7f9b35b11,Modern Art Museum of Fort Worth
4088-4122 Clayton Rd E,"Ridglea Hills
Local residents who take walks and visit the ducks along Luther Lake in this westside Fort Worth neighborhood eagerly anticipate the arrival of the holiday lights on about 30 surrounding homes. The lights reflect in the water of the 10-acre lake, making for some pretty spectacular photo and video opps on clear nights. The best place to see them is along the bridge at Clayton Road.",32.711561868843,-97.42711224804,,https://www.google.com/maps/place/4088-4122+Clayton+Rd+E/data=!4m2!3m1!1s0x864e72c5516d78f3:0xc58ea5d8d59ca58d,4088-4122 Clayton Rd E
Ryan Place Improvement,"The stately historic homes in this grand Fort Worth neighborhood get illuminated in spectacular fashion, as do the long walks that lead up to them. Even if you missed the beloved annual Candlelight Christmas in Ryan Place home tour in early December, you can still see the neighborhood illuminated through the holidays.",32.711378,-97.339108,,https://www.google.com/maps/place/Ryan+Place+Improvement/data=!4m2!3m1!1s0x864e71921f6d5ec3:0xcef09af02f03ecc0,Ryan Place Improvement
1100 Hemphill St,"You can pick any night to drive around Fairmount and see historic bungalows lit festively for the season. But the best night of all is Festivus, the annual celebration and holiday lights tour. It takes place 6-9 pm Saturday, December 14, beginning at 1100 Hemphill St",32.732335884465,-97.332427248979,,https://www.google.com/maps/place/1100+Hemphill+St/data=!4m2!3m1!1s0x864e7174f958fbed:0x3d3aa6a1fe32c38f,1100 Hemphill St
Morrisdale Estates,"Morrisdale Estates neighborhood in Euless is known for great light displays. The Morrisdale tradition is for everyone in the neighborhood to put up the same red lights on their curbs to create a sea of red as you drive through the neighborhood. Bonus that it's still a bit of an undiscovered gem, so there's not as much traffic as other neighborhoods.",32.73226099216,-97.504459483318,,https://www.google.com/maps/place/Morrisdale+Estates/data=!4m2!3m1!1s0x864e7ee5c0000001:0x1c06cceba7cb2f21,Morrisdale Estates
6217 Windsor Ct,https://www.facebook.com/pages/Diamond-Loch-Christmas-Lights-Display/1618849645045436,32.823652109515,-97.249517821357,,https://www.google.com/maps/place/6217+Windsor+Ct/data=!4m2!3m1!1s0x864e79ccae96bb75:0x981475475f84b717,6217 Windsor Ct
Brookside Dr,https://www.facebook.com/glenbrookchristmas/,32.856311797097,-97.240061819199,,https://www.google.com/maps/place/Brookside+Dr/data=!4m2!3m1!1s0x864e7f9d6c0f9587:0xfb16e13f965ba4e8,Brookside Dr
Interlochen Christmas Lights,"https://lakeinterlochentx.com/map/

https://www.facebook.com/pages/Arlington%20Interlochen%20Lights/1857729784438909/",32.749904,-97.330339,,https://www.google.com/maps/place/Interlochen+Christmas+Lights/data=!4m2!3m1!1s0x864e7c51cb8b86c1:0xd1e350ad1434be0d,Interlochen Christmas Lights
4113 Carnation Dr,lights and inflatables,32.785402216383,-97.286597516987,,https://www.google.com/maps/place/4113+Carnation+Dr/data=!4m2!3m1!1s0x864e63465cb7a657:0x968772318fd68144,4113 Carnation Dr
4941 Trail Creek Dr,,32.924851268961,-97.276791109367,,https://www.google.com/maps/place/4941+Trail+Creek+Dr/data=!4m2!3m1!1s0x864dd9c53805970f:0x82d84b330899f02e,4941 Trail Creek Dr
5901 Pacers Ln,lights display to music,32.842972102968,-97.377069181473,,https://www.google.com/maps/place/5901+Pacers+Ln/data=!4m2!3m1!1s0x864e7594414059fd:0xbc72f38bae17933c,5901 Pacers Ln
Haywire Ranch Road,"If you’re in West Fort Worth check out The Live Oak Creek neighborhood! Not a single dark street! Bonus points to the home owners who lit up the sidewalk for a quick run thru! 🌲 ❄️🎅🏽

Live Oak Creek neighborhood, Haywire Ranch Rd., Fort Worth (76108) off White Settlement Rd., west Fort Worth (many homes lit up brightly)",32.777715152026,-97.530835991507,,https://www.google.com/maps/place/Haywire+Ranch+Road/data=!4m2!3m1!1s0x864e095066d02969:0xdd6678adfbd8151b,Haywire Ranch Road
312 Shea Ln,Two walk-thru areas with over 75 inflatables and thousands of light,32.871660633419,-97.378091941298,,https://www.google.com/maps/place/312+Shea+Ln/data=!4m2!3m1!1s0x864ddf660e69eee9:0x62919ab3b7f59e5c,312 Shea Ln
5700 Montclair Dr,"big lights display including ""fiery"" red tree)",32.748206494259,-97.25141602906,,https://www.google.com/maps/place/5700+Montclair+Dr/data=!4m2!3m1!1s0x864dd5760dc60075:0x86e65e1d7ce5e830,5700 Montclair Dr
Fallbrook Ct,Spectacular set-up of brightly colored lights around the house and trees),32.770766994343,-97.208928916235,,https://www.google.com/maps/place/Fallbrook+Ct/data=!4m2!3m1!1s0x864dd5c61083b4d9:0xb4bf05630f281b0,Fallbrook Ct
Rushing Meadow Ct,https://www.youtube.com/watch?v=Hc7_M8eJIkY,32.855640993386,-97.278285476974,,https://www.google.com/maps/place/Rushing+Meadow+Ct/data=!4m2!3m1!1s0x864e6336282d757d:0xb35652be4bfbff75,Rushing Meadow Ct
2201 Hodges Pl,https://www.facebook.com/WoodFamilyChristmasLightShow/,32.73226099216,-97.504459483318,,https://www.google.com/maps/place/2201+Hodges+Pl/data=!4m2!3m1!1s0x864e61e3353cdda9:0x91db9eb49a8fc91e,2201 Hodges Pl
3506 Reeves St,"https://www.facebook.com/Curry-Christmas-Chaos-104150318060861

https://fortworth.culturemap.com/news/entertainment/best-christmas-light-neighborhoods-2024/",32.813506234816,-97.260863649315,,https://www.google.com/maps/place/3506+Reeves+St/data=!4m2!3m1!1s0x864e79d747490225:0x48b606a090574747,3506 Reeves St
7809 Grassland Dr,"https://www.facebook.com/LightsOnGrassland

https://fortworth.culturemap.com/news/entertainment/best-christmas-light-neighborhoods-2024/",32.629731373223,-97.402675141302,,https://www.google.com/maps/place/7809+Grassland+Dr/data=!4m2!3m1!1s0x864e6cfb80a4bc71:0xcf9c739915ba0c67,7809 Grassland Dr
1655 Plummer Dr,"https://www.facebook.com/share/p/15cnQwmqMv/?mibextid=WC7FNe

https://www.facebook.com/share/p/1Wea1uhbTY/?mibextid=WC7FNe",32.844386507219,-96.662406030419,,https://www.google.com/maps/place/1655+Plummer+Dr/data=!4m2!3m1!1s0x864c019da6187739:0x8f4d026caad9eb0a,1655 Plummer Dr
8624 Palermo Way,"Holiday Friends…this home in McKinney is absolutely stunning! We love sharing beautiful displays and this one is a can’t miss! 

https://www.facebook.com/profile.php?id=100085575492060&mibextid=9R9pXO

https://dallas.culturemap.com/news/entertainment/great-christmas-light-fight-mckinney/

8624 Palermo Way, McKinney, TX

https://www.facebook.com/profile.php?id=100085575492060&mibextid=LQQJ4d

https://dallas.culturemap.com/news/entertainment/great-christmas-light-fight-mckinney/",32.73226099216,-97.504459483318,,https://www.google.com/maps/place/8624+Palermo+Way/data=!4m2!3m1!1s0x864c159f7540973d:0x526a3856ce9cb565,8624 Palermo Way
6819 Fallbrook Ct,"Best I’ve seen 
https://www.facebook.com/share/v/1Aaq4ALmxB/?mibextid=K35XfP",32.770869553463,-97.210705823862,,https://www.google.com/maps/place/6819+Fallbrook+Ct/data=!4m2!3m1!1s0x864dd5c8a01e4501:0x55a21253795cafe6,6819 Fallbrook Ct
1100 Pine Ridge Rd,https://www.facebook.com/share/14khhKz5ex/?mibextid=LQQJ4d,33.008158878893,-97.229669809914,,https://www.google.com/maps/place/1100+Pine+Ridge+Rd/data=!4m2!3m1!1s0x864dd056e51433cb:0x1e43ea3d31ecfd32,1100 Pine Ridge Rd
Mach Christmas Display,"TX theme display featuring 40+cities. Mach Christmas Display. Type our name into GPS to find us. Worth the drive to Ennis, TX.

https://www.facebook.com/share/1USh187zFk/?mibextid=LQQJ4d


https://www.facebook.com/share/p/18ewfjRXnN/?mibextid=K35XfP",32.749904,-97.330339,,https://www.google.com/maps/place/Mach+Christmas+Display/data=!4m2!3m1!1s0x864ed148ab769269:0x4233d62890c5a87e,Mach Christmas Display
3809 Hazelhurst Dr,"Our display is open and ready for visitors. We will be closed on Monday the 9th. Follow our page for weekend character events, including Bluey, The Grinch, frozen, and of course, Santa..

Our family will be airing on a brand new Hallmark+ TV show called “Ready, Set, ￼Glow” on 12/12. Episode one. 

Burkman Holiday Home
3809 Hazelhurst Dr., Frisco, TX 75036

https://www.facebook.com/share/p/15GExJMhwb/?mibextid=WC7FNe",33.026112161123,-97.332592330562,,https://www.google.com/maps/place/3809+Hazelhurst+Dr/data=!4m2!3m1!1s0x864c39ffbd8887e7:0xd93530f3b48f48d2,3809 Hazelhurst Dr
7312 Bursey Rd S,https://m.facebook.com/groups/130270078565730/permalink/931905665068830/?comment_id=931962485063148&mibextid=S66gvF,32.892041021442,-97.225021206413,,https://www.google.com/maps/place/7312+Bursey+Rd+S/data=!4m2!3m1!1s0x864dd6361496ba25:0xe196470133b35503,7312 Bursey Rd S
14594 Turnbridge Dr,"Got my first year display up and running. Sun-Thurs 6PM-9PM and Fri-Sat 6PM-10PM. 

14594 Turnbridge Dr. Frisco, TX. 75035

https://youtu.be/tTzskP9xtm0?feature=shared",32.998949514236,-96.808440492865,,https://www.google.com/maps/place/14594+Turnbridge+Dr/data=!4m2!3m1!1s0x864c1629e0e896cd:0x22b20169fc56ac38,14594 Turnbridge Dr
6301 Tucker's Pl,"https://m.facebook.com/groups/130270078565730/permalink/729463008646431/?mibextid=fNONUu

Christmas is Alive.. come see 30,000 Ligts dancing to music, tune in to 98.5FM and listen from your car or just grab a chair and take a load off.. running daily 630-10pm 6301 Tuckers Place Rowlett (Please note lights will be off Dec 9-12th)..",32.916432778778,-96.580841353434,,https://www.google.com/maps/place/6301+Tucker's+Pl/data=!4m2!3m1!1s0x864c1d52889f38e9:0x43c6940008f7d8b8,6301 Tucker's Pl
5016 Keating St,https://www.tellfamilylights.com/location,32.910090947016,-97.275534494443,,https://www.google.com/maps/place/5016+Keating+St/data=!4m2!3m1!1s0x864dd82d7ae5f8e1:0xe5b8d31080cb967e,5016 Keating St
3905 Drew Ln,"Want something to do tonight?  Come by! Beat the weekend rain and come see us. 🎄 🎅 
3905 Drew ln
Arlington
* we will have snow on the 25th throughout the day 
* snow tonight and tomorrow  (12/28 and 12/29)",32.734366505283,-97.226815520426,,https://www.google.com/maps/place/3905+Drew+Ln/data=!4m2!3m1!1s0x864e63659581fe67:0x743f377b854c86a4,3905 Drew Ln
"Harvest Hill by D.R. Horton, America's Builder",,32.749904,-97.330339,,"https://www.google.com/maps/place/Harvest+Hill+by+D.R.+Horton,+America's+Builder/data=!4m2!3m1!1s0x864db5a8e132166d:0x6b2f3dffce98c34d","Harvest Hill by D.R. Horton, America's Builder"
1600 Wagon Wheel Dr,"The Movie House in Allen!!!!!!!

1600 Wagon Wheel Drive
Allen, TX",32.679089997178,-96.797103850858,,https://www.google.com/maps/place/1600+Wagon+Wheel+Dr/data=!4m2!3m1!1s0x864c10d8d1d9e211:0x8c2d2c324d1688d0,1600 Wagon Wheel Dr
Luverne Dr,"Photo ops and a 33’ Santa on Luverne Dr. in Wylie, Tx. It will be set up nightly from 5:30pm-9pm. (33’ Santa is on all day) Feel free to take pics with all the photo ops we have on display.

******Some items may not be out if it is too windy, raining or if rain is expected.******

Merry Christmas Y’all!!! 🎅🎄🧸🎁",32.857068494361,-97.504299975701,,https://www.google.com/maps/place/Luverne+Dr/data=!4m2!3m1!1s0x864c04c4bec2cb87:0x28cc7a4cf102b3d9,Luverne Dr
Holiday Lights at Loy Park,https://texomaconnect.com/event/grayson-county-holiday-lights/2023-12-18/,32.903136984866,-97.273841182363,,https://www.google.com/maps/place/Holiday+Lights+at+Loy+Park/data=!4m2!3m1!1s0x864c8feeddf6e53d:0x1b097dc92dc49710,Holiday Lights at Loy Park
Santa's Country Christmas,"Anyone have any info on the drive through lights in Seagoville?

Brandon Tyler $30 a car.....well worth it!",32.749904,-97.330339,,https://www.google.com/maps/place/Santa's+Country+Christmas/data=!4m2!3m1!1s0x864eb152e68d0785:0x435d39ae2b322e54,Santa's Country Christmas
Western Heritage Furniture & Design Center,The Design Center,32.757684,-97.762784,,https://www.google.com/maps/place/Western+Heritage+Furniture+%26+Design+Center/data=!4m2!3m1!1s0x864e018d318fed37:0x76a06e1644d2c9b6,Western Heritage Furniture & Design Center
Vitruvian Park,Vitruvian Park in Addison is free with tons of trees lit up!,32.93546,-96.84976,,https://www.google.com/maps/place/Vitruvian+Park/data=!4m2!3m1!1s0x864c27274e7e5593:0x6b56409273ab3e2e,Vitruvian Park
Daystar,"https://christmas.daystar.com

definitely Daystar! It’s free and so pretty! They also have a little coffee shop. 🥰

https://www.tiktok.com/t/ZT8mtKSjV/",32.77288520605,-96.831681666352,,https://www.google.com/maps/place/Daystar/data=!4m2!3m1!1s0x864e7feee100b329:0xcf8466156c01164,Daystar
11949 Carlin Dr,If you’re in West Fort Worth check out The Live Oak Creek neighborhood! Not a single dark street! Bonus points to the home owners who lit up the sidewalk for a quick run thru! 🌲 ❄️🎅🏽,32.773218826751,-97.532424739344,,https://www.google.com/maps/place/11949+Carlin+Dr/data=!4m2!3m1!1s0x864e09508438586f:0x1e60950b5a769b40,11949 Carlin Dr
1535 Fort Worth Hwy,Design center in Weatherford,32.765766179077,-96.844486606351,,https://www.google.com/maps/place/1535+Fort+Worth+Hwy/data=!4m2!3m1!1s0x864e018d3c8b157d:0x155b0f82e835b224,1535 Fort Worth Hwy
3739 Verlaine Dr,"Our little train house in Carrollton - 3739 Verlaine Dr 75007

4 tracks going - 8-10pm nightly",32.73226099216,-97.504459483318,,https://www.google.com/maps/place/3739+Verlaine+Dr/data=!4m2!3m1!1s0x864c245219b9c1d9:0x831b4a10bae48c82,3739 Verlaine Dr
1002 Keller Pkwy,"Keller Christmas lists 2023 · TRAILTROOPER
https://maps.app.goo.gl/vhMvPyEUm9QW2StY9?g_st=i",32.933757627818,-97.228696084222,,https://www.google.com/maps/place/1002+Keller+Pkwy/data=!4m2!3m1!1s0x864dd7193d015b3b:0xcb4430d508d6cab6,1002 Keller Pkwy
218 Falcon Cir,"https://bit.ly/4abDnkD

📸 Look at this post on Facebook https://docs.google.com/forms/d/e/1FAIpQLSclh6na3mg7jZyUintM_IQ6rrnOWKqSSvF8uXm4b4ypnWrRdw/viewform?

This is awesome. I added all the individual houses to a google maps list as well

Keller Christmas lists 2023 ·
https://maps.app.goo.gl/vhMvPyEUm9QW2StY9?g_st=i",32.812431036445,-96.938160331541,,https://www.google.com/maps/place/218+Falcon+Cir/data=!4m2!3m1!1s0x864dd6ef404f89d3:0x2bfe181ec9722907,218 Falcon Cir
1100 Bear Creek Pkwy,,32.852021550433,-97.069117276399,,https://www.google.com/maps/place/1100+Bear+Creek+Pkwy/data=!4m2!3m1!1s0x864dd71c7a152d61:0x2f1b353f90fbe8f,1100 Bear Creek Pkwy
